,word,image_api,image,audio_api,audio,spelling,translation1,translation2,translation3,translation4,translation5,translation6
2295,science,http://5.vndic.net/images/dict/s/science.gif,./Image/science.png,http://5.vndic.net/mp3.php?id=science&dir=414&lang=en&,./MP3/science.mp3,['saiəns],"{'type': 'danh từ', 'meanings': [{'meaning': 'khoa học', 'examples': [{'origin': 'man of science', 'meaning': 'nhà  khoa  học'}]}, {'meaning': 'khoa học tự nhiên', 'examples': []}, {'meaning': 'hệ thống kiến thức', 'examples': []}, {'meaning': 'sự nghiên cứu khoa học; ngành khoa học', 'examples': [{'origin': 'the science of optics', 'meaning': 'ngành quang học'}]}, {'meaning': 'kỹ thuật cao', 'examples': []}, {'meaning': '(từ cổ,nghĩa cổ) trí thức, kiến thức', 'examples': []}]}",,,,,
2296,scientific,,,http://5.vndic.net/mp3.php?id=scientific&dir=932&lang=en&,./MP3/scientific.mp3,"[,saiən'tifik]","{'type': 'tính từ', 'meanings': [{'meaning': '(thuộc) khoa học; có tính khoa học', 'examples': [{'origin': 'scientific terminology', 'meaning': 'thuật ngữ khoa học'}]}, {'meaning': 'có kỹ thuật; đòi hỏi kỹ thuật cao', 'examples': [{'origin': 'a scientific boxer', 'meaning': 'một võ sĩ quyền Anh có kỹ thuật'}]}]}",,,,,
2297,scientist,http://5.vndic.net/images/dict/s/scientist.gif,./Image/scientist.png,http://5.vndic.net/mp3.php?id=scientist&dir=52&lang=en&,./MP3/scientist.mp3,['saiəntist],"{'type': 'danh từ', 'meanings': [{'meaning': 'nhà khoa học; người nghiên cứu khoa học', 'examples': []}, {'meaning': 'người theo thuyết khoa học vạn năng', 'examples': []}]}",,,,,
2298,scope,http://5.vndic.net/images/dict/s/scope.gif,./Image/scope.png,http://5.vndic.net/mp3.php?id=scope&dir=273&lang=en&,./MP3/scope.mp3,[skoup],"{'type': 'danh từ', 'meanings': [{'meaning': 'phạm vi, tầm (kiến thức)', 'examples': [{'origin': 'that is beyond my scope', 'meaning': 'tôi không làm nổi việc đó; tôi không đủ thẩm quyền giải quyết việc đó'}]}, {'meaning': 'cơ hội, dịp, lối thoát; nơi phát huy', 'examples': [{'origin': 'the job will give ample scope to his ability', 'meaning': 'làm việc đó anh ta sẽ có đất để dụng võ; làm việc đó anh ta sẽ có dịp để phát huy khả năng của mình'}, {'origin': 'we must read to broaden the scope of our knowledge', 'meaning': 'chúng ta phải đọc để mở rộng kiến thức'}, {'origin': ""It's a scope for one's energies"", 'meaning': 'đó là dịp phát huy tất cả sức lực của mình'}]}, {'meaning': '(hàng hải) chiều dài dây neo (khi tàu bỏ neo)', 'examples': []}, {'meaning': '(quân sự) tầm tên lửa', 'examples': []}, {'meaning': '(từ hiếm,nghĩa hiếm) mục tiêu, mục đích, ý định', 'examples': []}]}",,,,,
2299,score,http://5.vndic.net/images/dict/s/score.gif,./Image/score.png,http://5.vndic.net/mp3.php?id=score&dir=329&lang=en&,./MP3/score.mp3,[skɔ:],"{'type': 'danh từ', 'meanings': [{'meaning': '(thể dục,thể thao) điểm số; bàn thắng', 'examples': [{'origin': 'to make a good score', 'meaning': 'làm bàn nhiều'}]}, {'meaning': 'tỷ số (giữa hai đội)', 'examples': [{'origin': 'keep the score', 'meaning': 'giữ tỷ số'}]}, {'meaning': 'số điểm giành được trong cuộc kiểm tra (thi..)', 'examples': []}, {'meaning': 'vết cắt, vết cào, vết nạo; đường rạch', 'examples': [{'origin': 'deep scores on the rock', 'meaning': 'những vệt sâu trong đá'}]}, {'meaning': '(thông tục) tiền nợ', 'examples': [{'origin': ""to pay one's score"", 'meaning': 'trả hết nợ'}, {'origin': 'death pays (quits) all scores', 'meaning': 'chết là hết nợ'}, {'origin': 'to pay off old scores', 'meaning': '(nghĩa bóng) trả hết thù xưa'}]}, {'meaning': '(score) (số nhiều) hai chục (một bộ, một nhóm hai mươi)', 'examples': [{'origin': 'a score of people', 'meaning': 'hai chục người'}]}, {'meaning': '(scores) (số nhiều) rất nhiều', 'examples': []}, {'meaning': '(score) (số nhiều) (âm nhạc) bảng tổng phổ, bảng dản bè; phần nhạc cho phim (kịch..)', 'examples': []}, {'meaning': 'lý do, căn cứ', 'examples': [{'origin': 'the proposal was rejected on the score of absurdity', 'meaning': 'đề nghị ấy bị bác bỏ vì vô lý'}]}, {'meaning': '(từ lóng) điều may', 'examples': [{'origin': 'what a score!', 'meaning': 'thật là may mắn, thật là chó ngáp phải ruồi'}]}, {'meaning': '(từ lóng) hành động chơi trội; lời nói áp đảo', 'examples': []}, {'meaning': '(từ Mỹ,nghĩa Mỹ), (thông tục) những sự thực, những thực tế của hoàn cảnh, những thực tế của cuộc sống', 'examples': []}]}",,,,,
2300,scream,http://5.vndic.net/images/dict/s/scream.gif,./Image/scream.png,http://5.vndic.net/mp3.php?id=scream&dir=83&lang=en&,./MP3/scream.mp3,[skri:m],"{'type': 'danh từ', 'meanings': [{'meaning': 'tiếng thét, tiếng hét, tiếng kêu thất thanh', 'examples': []}, {'meaning': 'tiếng thét lên, tiếng rít lên, tiếng kêu inh ỏi, tiếng kêu xé tai (của gió..)', 'examples': []}, {'meaning': 'tiếng gào rú; tiếng rít lên (của động cơ)', 'examples': []}, {'meaning': 'tiếng cười phá lên (như) screams of laughter', 'examples': []}, {'meaning': '(thông tục) chuyện tức cười; người làm tức cười', 'examples': []}]}","{'type': 'nội động từ', 'meanings': [{'meaning': 'gào thét, hét lên, kêu thất thanh (vì sợ hãi, đau đớn..)', 'examples': []}, {'meaning': 'kêu thét lên, kêu inh ỏi, rít lên, gây tiếng kêu xé tai (gió, còi tàu...)', 'examples': []}, {'meaning': '(+ past, through, round) gào rú; rít lên (do sự chuyển động nhanh của động cơ)', 'examples': []}, {'meaning': 'cười phá lên (như) to scream with laughter', 'examples': []}]}",,,,
2301,screen,http://5.vndic.net/images/dict/s/screen.gif,./Image/screen.png,http://5.vndic.net/mp3.php?id=screen&dir=352&lang=en&,./MP3/screen.mp3,[skri:n],"{'type': 'danh từ', 'meanings': [{'meaning': 'bình phong, màn che', 'examples': [{'origin': 'a screen of trees', 'meaning': 'màn cây'}, {'origin': 'under the screen of night', 'meaning': 'dưới màn che của bóng tối'}]}, {'meaning': '(vật lý) màn, tấm chắn', 'examples': [{'origin': 'electric screen', 'meaning': 'màn điện'}, {'origin': 'shadow screen', 'meaning': 'màn chắn sáng'}]}, {'meaning': 'bức ngăn (nhất là trong các nhà thờ cổ)', 'examples': []}, {'meaning': 'bảng thông báo (có lưới sắt mắt cáo...)', 'examples': []}, {'meaning': 'màn ảnh, màn bạc; màn hình (của ti vi, máy tính..)', 'examples': [{'origin': 'panoramic screen', 'meaning': 'màn ảnh rộng'}]}, {'meaning': '(the screen) phim ảnh (nói chung)', 'examples': [{'origin': 'write for the screen', 'meaning': 'viết kịch bản phim'}]}, {'meaning': 'rạp chiếu bóng (nhất là loại rạp nằm trong một tổ hợp nhiều rạp)', 'examples': []}, {'meaning': 'cái giần, cái sàng lớn (để sàng than, sỏi...)', 'examples': []}, {'meaning': 'khung lưới (để ngăn ruồi, muỗi..)', 'examples': []}, {'meaning': 'bảng nhìn (cấu trúc trắng, to, có thể di chuyển được, đặt ở đầu hoặc cuối bãi chơi để giúp cho người cầm chày nhìn thấy quả bóng trong môn cricket) (như) sight-screen', 'examples': []}]}",,,,,
2302,script,http://5.vndic.net/images/dict/s/script.gif,./Image/script.png,http://5.vndic.net/mp3.php?id=script&dir=614&lang=en&,./MP3/script.mp3,[skript],"{'type': 'danh từ', 'meanings': [{'meaning': '(pháp lý) nguyên bản, bản chính', 'examples': []}, {'meaning': 'chữ viết (đối với chữ in); chữ thảo in, chữ đánh máy (giống (như) chữ viết tay)', 'examples': []}, {'meaning': 'hệ thống chữ viết', 'examples': []}, {'meaning': 'kịch bản (phim, kịch..)', 'examples': []}, {'meaning': 'bản phát thanh', 'examples': []}, {'meaning': 'câu trả lời viết (của thí sinh)', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'viết kịch bản cho (phim, kịch..)', 'examples': []}]}",,,,
2303,sea,http://5.vndic.net/images/dict/s/sea.gif,./Image/sea.png,http://5.vndic.net/mp3.php?id=sea&dir=332&lang=en&,./MP3/sea.mp3,[si:],"{'type': 'danh từ, số nhiều seas', 'meanings': [{'meaning': '(the sea, seas) (số nhiều) biển', 'examples': [{'origin': 'by sea', 'meaning': 'bằng đường biển'}, {'origin': 'mistress of the seas', 'meaning': 'cường quốc làm chủ mặt biển'}, {'origin': 'sea like a looking-glass', 'meaning': 'biển yên gió lặng'}]}, {'meaning': '(Sea) vùng biển riêng (nhỏ hơn đại dương); hồ nước ngọt, hồ nước mặn lớn nằm trong đất liền', 'examples': [{'origin': 'the Mediterranean Sea', 'meaning': 'Địa Trung Hải'}, {'origin': 'the Caspian Sea', 'meaning': 'biển Caxpi'}]}, {'meaning': '(số nhiều) sự chuyển động của sóng biển', 'examples': [{'origin': 'a heavy sea', 'meaning': 'biển động'}, {'origin': 'a light sea', 'meaning': 'biển  lặng'}]}, {'meaning': 'sóng biển', 'examples': [{'origin': 'to ship a sea', 'meaning': 'bị một ngọn sóng làm ngập (tàu...)'}]}, {'meaning': 'biển (khoảng rộng (như) biển); nhiều (về số lượng)', 'examples': [{'origin': 'a sea of flame', 'meaning': 'một biển lửa'}, {'origin': 'seas of blood', 'meaning': 'máu chảy thành sông; (nghĩa bóng) sự chém giết tàn nhẫn'}, {'origin': 'a sea of troubles', 'meaning': 'nhiều chuyện phiền hà'}]}]}",,,,,
2304,search,http://5.vndic.net/images/dict/s/search.gif,./Image/search.png,http://5.vndic.net/mp3.php?id=search&dir=531&lang=en&,./MP3/search.mp3,[sə:t∫],"{'type': 'danh từ', 'meanings': [{'meaning': 'sự tìm kiếm; sự khám xét; sự lục soát', 'examples': [{'origin': 'right of search', 'meaning': '(pháp lý) quyền khám tàu'}, {'origin': 'a search for a missing aircraft', 'meaning': 'cuộc tìm kiếm chiếc máy bay mất tích'}, {'origin': 'to make repeated searches for concealed weapons', 'meaning': 'khám đi khám lại để tìm vũ khí cất giấu'}, {'origin': 'search of a house', 'meaning': 'sự khám nhà'}]}]}",,,,,
2305,season,http://5.vndic.net/images/dict/s/season.gif,./Image/season.png,http://5.vndic.net/mp3.php?id=season&dir=734&lang=en&,./MP3/season.mp3,['si:zn],"{'type': 'danh từ', 'meanings': [{'meaning': 'mùa (trong năm)', 'examples': [{'origin': 'the four seasons', 'meaning': 'bốn mùa'}, {'origin': 'the dry season', 'meaning': 'mùa khô'}, {'origin': 'the rainy season', 'meaning': 'mùa mưa'}]}, {'meaning': 'thời cơ; thời gian hoạt động mạnh; đợt', 'examples': [{'origin': 'a word in season', 'meaning': 'lời nói đúng lúc'}, {'origin': 'the Parisian season', 'meaning': 'thời gian có nhiều hoạt động (văn nghệ, xã giao, tham quan...) ở Pa-ri'}, {'origin': 'hunting season', 'meaning': 'mùa săn'}, {'origin': 'harvest season', 'meaning': 'mùa gặt'}, {'origin': 'the strawberry season', 'meaning': 'mùa dâu tây'}, {'origin': 'the football season', 'meaning': 'mùa bóng đá'}, {'origin': 'the nesting season', 'meaning': 'mùa làm tổ'}]}, {'meaning': 'một thời gian', 'examples': [{'origin': 'this jacket may still endure for a season', 'meaning': 'cái áo này còn có thể chịu đựng được một thời gian'}]}, {'meaning': '(nói về con vật cái) mùa chịu đực', 'examples': []}, {'meaning': 'mùa săn', 'examples': []}, {'meaning': 'mùa nghỉ', 'examples': [{'origin': 'out of season', 'meaning': 'hết mùa (về thực phẩm); (nghĩa bóng) vào thời gian mà hầu hết không ai đi nghỉ'}]}, {'meaning': 'vé mùa (như) season-ticket', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'luyện tập cho quen (với thời tiết, nắng gió...); làm cho thích hợp để sử dụng; làm cho ai có kinh nghiệm qua thực hành (làm cho ai dày dạn)', 'examples': [{'origin': 'to season somebody to the hard life', 'meaning': 'làm cho ai dày dạn với cuộc sống gian khổ'}, {'origin': 'a politician seasoned by six election campaigns', 'meaning': 'một nhà chính trị từng kinh qua sáu chiến dịch bầu cử'}, {'origin': 'a seasoned boxer, traveller', 'meaning': 'một đấu thủ quyền Anh, du khách dày dạn kinh nghiệm'}, {'origin': 'to season a pipe', 'meaning': 'làm cho tẩu đóng cao (để hút cho ngon)'}, {'origin': 'has this wood been well seasoned?', 'meaning': 'gỗ này đã thật khô chưa'}]}, {'meaning': 'cho gia vị (vào thức ăn); thêm mắm thêm muối', 'examples': [{'origin': 'conversation was seasoned with humour', 'meaning': 'câu chuyện được những câu hài hước làm thêm mặn mà'}, {'origin': 'highly seasoned dishes', 'meaning': 'những món ăn có nhiều gia vị'}]}, {'meaning': 'làm dịu bớt, làm nhẹ bớt, làm đỡ gay gắt', 'examples': [{'origin': 'let mercy season justice', 'meaning': 'hãy lấy tình thương mà làm giảm nhẹ công lý'}]}]}",,,,
2306,seat,http://5.vndic.net/images/dict/s/seat.gif,./Image/seat.png,http://5.vndic.net/mp3.php?id=seat&dir=899&lang=en&,./MP3/seat.mp3,[si:t],"{'type': 'danh từ', 'meanings': [{'meaning': 'ghế', 'examples': [{'origin': 'the seats are comfortable', 'meaning': 'những ghế này ngồi rất thoải mái'}]}, {'meaning': 'chỗ ngồi (xem) phim.., vé đặt chỗ (đi du lịch..)', 'examples': [{'origin': 'to book a seat in a plane', 'meaning': 'giữ một chỗ đi máy bay'}, {'origin': 'to take a seat for Hamlet', 'meaning': 'mua một vé đi xem Hăm-lét'}, {'origin': 'pray take a seat', 'meaning': 'mời ngồi'}]}, {'meaning': 'mặt ghế', 'examples': []}, {'meaning': 'mông đít', 'examples': []}, {'meaning': 'đũng quần', 'examples': []}, {'meaning': 'ghế; chân; vị trí (trong ủy ban, hội đồng quản trị..)', 'examples': [{'origin': 'a seat on the council', 'meaning': 'một chân trong hội đồng'}, {'origin': 'a seat on the Parliament', 'meaning': 'một ghế trong Quốc hội'}, {'origin': 'he has a seat in the House', 'meaning': 'ông ta có chân trong nghị viện'}]}, {'meaning': 'khu vực bầu cử nghị viện', 'examples': []}, {'meaning': 'tư thế ngồi, kiểu ngồi, cách ngồi', 'examples': [{'origin': 'a firm seat', 'meaning': 'tư thế ngồi vững'}]}, {'meaning': 'chỗ, nơi (bị đau..)', 'examples': [{'origin': 'the live is the seat of disease', 'meaning': 'gan là chỗ bị đau'}, {'origin': 'the seat of war', 'meaning': 'chiến trường'}]}, {'meaning': 'cơ ngơi, nhà cửa, trang bị', 'examples': []}, {'meaning': 'trụ sở, trung tâm (văn hoá, (công nghiệp))', 'examples': [{'origin': 'an ancient seat of learning', 'meaning': 'một trung tâm văn hoá thời cổ'}]}, {'meaning': 'trang trại (như) country seat', 'examples': []}]}",,,,,
2307,second,http://5.vndic.net/images/dict/s/second.gif,./Image/second.png,http://5.vndic.net/mp3.php?id=second&dir=613&lang=en&,./MP3/second.mp3,['sekənd],"{'type': 'tính từ', 'meanings': [{'meaning': 'thứ hai, tiếp ngay sau cái thứ nhất (về thời gian, thứ tự, tầm quan trọng..)', 'examples': [{'origin': 'February is the second month of the year', 'meaning': 'tháng hai là tháng thứ hai trong năm'}, {'origin': 'who was second in the race?', 'meaning': 'ai về nhì trong cuộc đua?'}]}, {'meaning': 'thêm; cộng thêm; phụ; cái khác sau cái thứ nhất', 'examples': [{'origin': 'a second helping of soup', 'meaning': 'phần xúp đưa mời lần thứ hai'}, {'origin': ""you'll need a second pair of shoes"", 'meaning': 'anh sẽ cần thêm một đôi giày nữa'}, {'origin': 'second ballot', 'meaning': 'cuộc bỏ phiếu bổ sung'}]}, {'meaning': 'thứ yếu; kém hơn, ít quan trọng hơn', 'examples': [{'origin': 'we never use second quality ingredients', 'meaning': 'chúng tôi chẳng bao giờ những thành phần thức ăn loại hai'}, {'origin': 'the second eleven', 'meaning': 'mười một người thứ hai (đội bóng dự bị)'}]}, {'meaning': 'có cùng phẩm chất (công trạng..) như người trước', 'examples': [{'origin': ""he thinks he's a second Churchill"", 'meaning': 'ông ta cho mình là Churchill thứ hai (cũng) có tài năng (như) Churchill'}]}]}",,,,,
2308,secret,http://5.vndic.net/images/dict/s/secret.gif,./Image/secret.png,http://5.vndic.net/mp3.php?id=secret&dir=328&lang=en&,./MP3/secret.mp3,['si:krit],"{'type': 'tính từ', 'meanings': [{'meaning': '(secret from somebody) thầm kín; bí mật', 'examples': [{'origin': 'this news must be kept secret', 'meaning': 'tin này phải giữ bí mật'}, {'origin': 'a secret marriage, document, meeting', 'meaning': 'đám cưới, tài liệu, cuộc họp bí mật'}, {'origin': ""to keep something secret from one's family"", 'meaning': 'giấu gia đình chuyện gì'}]}, {'meaning': 'kín đáo, không tuyên bố, không công khai', 'examples': [{'origin': 'secret treaty', 'meaning': 'một hiệp ước bí mật'}, {'origin': 'secret society', 'meaning': 'hội kín'}, {'origin': ""I'm a secret fan of soap operas on TV"", 'meaning': 'đâu có ai biết tôi là người mê các chương trình tâm lý xã hội nhiều kỳ trên TV'}]}, {'meaning': 'hẻo lánh, yên tĩnh (về địa điểm)', 'examples': [{'origin': 'my secret cottage in the country', 'meaning': 'ngôi nhà tranh khuất nẻo của tôi ở nông thôn'}]}]}","{'type': 'danh từ', 'meanings': [{'meaning': 'điều bí mật', 'examples': [{'origin': 'to keep a (the) secret', 'meaning': 'giữ một điều bí mật'}, {'origin': 'an open secret', 'meaning': 'sự việc/vấn đề tưởng là bí mật, nhưng hoá ra ai cũng biết'}, {'origin': 'he made no secret of his dislike for me', 'meaning': 'nó chẳng giấu gì việc nó ghét tôi; nó ghét tôi ra mặt'}, {'origin': 'to let somebody in on a secret', 'meaning': 'cho ai biết một điều bí mật'}]}, {'meaning': 'bí quyết', 'examples': [{'origin': 'the secret of success', 'meaning': 'bí quyết (để) thành công'}, {'origin': 'the secret of health is temperance', 'meaning': 'bí quyết của sức khoẻ là sự điều độ'}]}, {'meaning': 'điều bí ẩn; sự huyền bí', 'examples': [{'origin': 'the secrets of nature', 'meaning': 'những bí ẩn của thiên nhiên'}]}]}",,,,
2309,secretary,http://5.vndic.net/images/dict/s/secretary.gif,./Image/secretary.png,http://5.vndic.net/mp3.php?id=secretary&dir=179&lang=en&,./MP3/secretary.mp3,['sekrətri],"{'type': 'danh từ', 'meanings': [{'meaning': 'nhân viên giải quyết những công việc thư từ, đánh máy, lập hồ sơ, sắp xếp các cuộc hẹn gặp; thư ký', 'examples': []}, {'meaning': 'cán bộ của một câu lạc bộ, hội.. giải quyết thư tín, ghi chép, công việc làm ăn', 'examples': []}, {'meaning': 'viên chức cao cấp của nhà nước', 'examples': []}, {'meaning': '(từ Mỹ, nghĩa Mỹ) người đứng đầu một bộ trong chính phủ; bộ trưởng', 'examples': [{'origin': 'Home/Defence Secretary', 'meaning': 'Bộ trưởng nội vụ/quốc phòng'}, {'origin': 'Secretary of the Treasury', 'meaning': 'Bộ trưởng Bộ tài chính'}]}, {'meaning': '(từ Mỹ,nghĩa Mỹ) bàn viết ở văn phòng', 'examples': []}]}",,,,,
2310,section,http://5.vndic.net/images/dict/s/section.gif,./Image/section.png,http://5.vndic.net/mp3.php?id=section&dir=528&lang=en&,./MP3/section.mp3,['sek∫n],"{'type': 'danh từ', 'meanings': [{'meaning': 'sự cắt; chỗ cắt', 'examples': []}, {'meaning': '(viết tắt) sect phần cắt ra; đoạn, khúc, phần', 'examples': []}, {'meaning': 'bộ phận; nhóm tách biệt nằm trong khối lớn dân chúng', 'examples': [{'origin': 'a discontented section of the army', 'meaning': 'một bộ phận bất mãn trong quân đội'}]}, {'meaning': 'khu, khu vực (của một tổ chức..)', 'examples': []}, {'meaning': 'tiết đoạn (một quyển sách)', 'examples': []}, {'meaning': 'mục (của tài liệu..)', 'examples': []}, {'meaning': '(từ Mỹ, nghĩa Mỹ) mảnh đất rộng một dặm vuông (bằng 640 mẫu Anh khoảng 260 hécta); khu vực của thành phố', 'examples': [{'origin': 'the business section', 'meaning': 'khu vực kinh doanh'}]}, {'meaning': 'mặt cắt, tiết diện', 'examples': [{'origin': 'vertical section', 'meaning': 'mặt cắt đứng'}, {'origin': 'horizontal section', 'meaning': 'mặt cắt ngang'}]}, {'meaning': 'phân chi (đơn vị phân loại dưới giống, trên loài)', 'examples': []}, {'meaning': '(quân sự) tiểu đội', 'examples': []}, {'meaning': '(sinh vật học) lát cắt', 'examples': [{'origin': 'microscopic section', 'meaning': 'lát cắt để nhìn qua kính hiển vi'}]}, {'meaning': 'tầng lớp nhân dân', 'examples': [{'origin': 'he was popular with all section and classes', 'meaning': 'ông ấy được mọi tầng lớp, mọi giai cấp yêu mến'}]}, {'meaning': '(y học) quá trình cắt, quá trình tách (cái gì) bằng phẫu thuật; mẩu cắt', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'sắp thành chương, chia thành phần; chia thành khu', 'examples': []}, {'meaning': '(y học) cắt, tách (mô..)', 'examples': []}]}",,,,
2311,sector,,,http://5.vndic.net/mp3.php?id=sector&dir=22&lang=en&,./MP3/sector.mp3,['sektə],"{'type': 'danh từ', 'meanings': [{'meaning': '(toán học) hình quạt', 'examples': []}, {'meaning': '(quân sự) quân khu', 'examples': [{'origin': 'an enemy attack in the southern sector', 'meaning': 'một cuộc tấn công của địch vào khu nam'}]}, {'meaning': 'bộ phận hoặc lĩnh vực nào đó trong nền kinh tế của một quốc gia; khu vực', 'examples': [{'origin': 'the state sector of economy', 'meaning': 'khu vực kinh tế nhà nước'}, {'origin': 'the manufacturing sector', 'meaning': 'khu vực chế tạo'}, {'origin': 'the service sector', 'meaning': 'khu vực dịch vụ'}]}]}",,,,,
2312,secure,http://5.vndic.net/images/dict/s/secure.gif,./Image/secure.png,http://5.vndic.net/mp3.php?id=secure&dir=97&lang=en&,./MP3/secure.mp3,[si'kjuə],"{'type': 'tính từ', 'meanings': [{'meaning': '(secure about something) không có cảm giác lo âu, nghi ngờ; an tâm; yên tâm; bảo đảm', 'examples': [{'origin': ""to feel secure about one's future"", 'meaning': 'cảm thấy yên tâm về tương lai của mình'}, {'origin': 'a secure future', 'meaning': 'một tương lai bảo đảm'}]}, {'meaning': 'không thể mất đi hoặc hư hỏng; an toàn; vững chắc; bảo đảm', 'examples': [{'origin': 'a secure investment', 'meaning': 'sự đầu tư an toàn'}, {'origin': 'a secure retreat', 'meaning': 'nơi trốn tránh an toàn'}, {'origin': 'to have a secure job in the Civil Service', 'meaning': 'có công việc chắc chắn trong ngành dân sự'}, {'origin': 'a secure grasp', 'meaning': 'cái nắm chặt'}, {'origin': 'a secure faith, belief', 'meaning': 'sự tin cậy, niềm tin vững chắc'}, {'origin': 'a climber needs secure footholds', 'meaning': 'người leo núi cần có chỗ đặt chân chắc chắn'}, {'origin': 'is that ladder secure?', 'meaning': 'thang đó có chắc hay không?'}]}, {'meaning': '(secure against / from something) được bảo vệ; an toàn', 'examples': [{'origin': 'the strong-room is as secure as we can make it', 'meaning': 'phòng bọc sắt được bảo vệ đến mức tối đa'}, {'origin': 'to be secure from attack', 'meaning': 'bảo đảm không sợ bị tấn công'}, {'origin': ""when you're insured, you're secure against loss"", 'meaning': 'nếu anh có bảo hiểm, anh được bảo đảm khi mất mát'}]}, {'meaning': 'giam giữ ở một nơi chắc chắn, buộc chặt, bó chặt, đóng chặt', 'examples': [{'origin': 'to have somebody secure', 'meaning': 'giữ ai ở một nơi chắc chắn'}, {'origin': 'the bundle is secure', 'meaning': 'cái gói được buộc chặt'}]}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'siết chặt; buộc chặt', 'examples': [{'origin': 'secure all the doors and windows before leaving', 'meaning': 'hãy đóng chặt tất cả các cửa ra vào và cửa sổ trước khi ra khỏi nhà'}, {'origin': 'to secure the ladder with ropes', 'meaning': 'dùng dây thừng buộc chặt cái thang'}, {'origin': 'to secure a town with walls', 'meaning': 'xây tường thành để củng cố thành phố'}]}, {'meaning': 'giam giữ vào nơi chắc chắn', 'examples': [{'origin': 'to secure prisoners', 'meaning': 'giam tù nhân vào nơi chắc chắn'}]}, {'meaning': '(to secure something against / from something) làm cho cái gì an toàn; bảo vệ', 'examples': [{'origin': 'to secure a building (from collapse)', 'meaning': 'gia cố toà nhà (cho khỏi sụp đổ)'}, {'origin': 'can the town be secured against aerial bombardments?', 'meaning': 'thành phố có được bảo vệ chống lại các cuộc ném bom hay không?'}, {'origin': 'the new law will secure the civil rights of the mentally ill', 'meaning': 'luật mới sẽ bảo vệ quyền công dân của người mắc bệnh tâm thần'}]}, {'meaning': '(to secure something for somebody / something) có được; tìm được; đạt được', 'examples': [{'origin': 'to secure front places', 'meaning': 'chiếm được ghế trên'}, {'origin': ""to secure one's ends"", 'meaning': 'đạt được mục đích'}, {'origin': 'to secure a good collaborator', 'meaning': 'tìm được người cộng tác tốt'}]}]}",,,,
2313,security,http://5.vndic.net/images/dict/s/security.gif,./Image/security.png,http://5.vndic.net/mp3.php?id=security&dir=72&lang=en&,./MP3/security.mp3,[si'kjuərəti],"{'type': 'danh từ, số nhiều securities', 'meanings': [{'meaning': 'sự an toàn (khỏi bị nguy hiểm, khỏi vướng lo âu)', 'examples': [{'origin': 'children who lack the security of a good home', 'meaning': 'những đứa trẻ thiếu sự yên ổn của một mái nhà ấm cúng'}, {'origin': 'to have the security of a guaranteed pension', 'meaning': 'yên tâm vì có tiền hưu bảo đảm'}]}, {'meaning': 'sự an ninh', 'examples': [{'origin': ""there was tight security for the Pope's visit"", 'meaning': 'đã có biện pháp an ninh chặt chẽ cho chuyến viếng thăm của Đức giáo hoàng'}, {'origin': 'we need greater security', 'meaning': 'chúng tôi cần được an ninh hơn nữa'}, {'origin': 'national security', 'meaning': 'an ninh quốc gia'}, {'origin': 'security forces', 'meaning': 'lực lượng an ninh'}, {'origin': 'a security van', 'meaning': 'xe vận tải an toàn'}, {'origin': 'a high security prison', 'meaning': 'một nhà tù hết sức cẩn mật'}]}, {'meaning': 'sự bảo đảm; vật bảo đảm; vật thế chấp', 'examples': [{'origin': 'security for a debt', 'meaning': 'sự bảo đảm một món nợ'}, {'origin': 'to give something as (a) security', 'meaning': 'đưa cái gì ra bảo đảm'}, {'origin': 'to lend money on security', 'meaning': 'cho vay tiền có bảo đảm'}, {'origin': 'to lend money without security', 'meaning': 'cho vay không có vật bảo đảm'}]}, {'meaning': '(số nhiều) tài liệu hoặc giấy chứng nhận cho biết ai là sở hữu chủ của cổ phiếu, cổ phần, trái khoán; chứng khoán', 'examples': [{'origin': 'the security market', 'meaning': 'thị trường chứng khoán'}, {'origin': 'government securities', 'meaning': 'công trái nhà nước'}]}]}",,,,,
